"x","interact","estimate","stderr","min90","max90","model"
30,0,-0.0464670507534113,0.0621419175451115,-0.14869050511512,0.0557564036082972,"growthWDI"
0,1,0.0103637484396728,0.00850201610773425,-0.00362206805755005,0.0243495649368956,"growthWDI"
1,1,0.0225950060077363,0.0088881400233337,0.00797401566935238,0.0372159963461203,"growthWDI"
2,1,0.0338520830557194,0.010468937159443,0.0166306814284357,0.0510734846830031,"growthWDI"
3,1,0.0441349795836221,0.0126576048074041,0.0233132196754424,0.0649567394918018,"growthWDI"
4,1,0.0534436955914443,0.0150766268464816,0.028642644428982,0.0782447467539066,"growthWDI"
5,1,0.0617782310791861,0.0175399360245118,0.0329250363188642,0.090631425839508,"growthWDI"
6,1,0.0691385860468474,0.0199588428892075,0.0363062894941011,0.101970882599594,"growthWDI"
7,1,0.0755247604944283,0.0222902245068877,0.038857341180598,0.112192179808259,"growthWDI"
8,1,0.0809367544219288,0.0245132939368914,0.0406123858957425,0.121261122948115,"growthWDI"
9,1,0.0853745678293488,0.026619143592845,0.0415860766191189,0.129163059039579,"growthWDI"
10,1,0.0888382007166884,0.028605797065566,0.0417816645438323,0.135894736889545,"growthWDI"
11,1,0.0913276530839476,0.0304757401160312,0.0411950605930763,0.141460245574819,"growthWDI"
12,1,0.0928429249311263,0.0322346348992224,0.0398169505219054,0.145868899340347,"growthWDI"
13,1,0.0933840162582246,0.0338906312769404,0.0376339278076576,0.149134104708792,"growthWDI"
14,1,0.0929509270652425,0.0354539927782393,0.0346291089450388,0.151272745185446,"growthWDI"
15,1,0.0915436573521799,0.0369368915126951,0.0307824708137964,0.152304843890563,"growthWDI"
16,1,0.0891622071190369,0.0383532908313342,0.0260710437014921,0.152253370536582,"growthWDI"
17,1,0.0858065763658134,0.0397188661254499,0.0204690415894482,0.151144111142179,"growthWDI"
18,1,0.0814767650925095,0.0410509302024501,0.0139479849094791,0.14900554527554,"growthWDI"
19,1,0.0761727732991252,0.0423683383703377,0.00647685667991964,0.145868689918331,"growthWDI"
20,1,0.0698946009856604,0.0436913539046698,-0.00197767618752136,0.141766878158842,"growthWDI"
21,1,0.0626422481521152,0.0450414593289485,-0.0114509524440051,0.136735448748235,"growthWDI"
22,1,0.0544157147984895,0.0464411043007072,-0.0219799017761738,0.130811331373153,"growthWDI"
23,1,0.0452150009247835,0.047913387564781,-0.0336025216192813,0.124032523468848,"growthWDI"
24,1,0.035040106530997,0.0494816784672271,-0.0463572545475916,0.116437467609585,"growthWDI"
25,1,0.02389103161713,0.0511691923001451,-0.0602822897166086,0.108064352950869,"growthWDI"
26,1,0.0117677761831826,0.0529985420400442,-0.0754148254726902,0.0989503778390553,"growthWDI"
27,1,-0.00132965977084522,0.0549912952539258,-0.0917903404635532,0.0891310209218627,"growthWDI"
28,1,-0.0154012762449534,0.0571675675499126,-0.10944192486456,0.0786393723746528,"growthWDI"
29,1,-0.0304470732391422,0.0595456820031136,-0.128399720134264,0.0675055736559797,"growthWDI"
30,1,-0.0464670507534113,0.0621419175451115,-0.14869050511512,0.0557564036082972,"growthWDI"
0,0,0.0720870907762206,0.0222077046463227,0.0355554166330197,0.108618764919422,"AgrGDPgrowthCap"
1,0,0.0936773486280587,0.0228207094342042,0.0561372816087928,0.131217415647325,"AgrGDPgrowthCap"
2,0,0.113555449266712,0.0260094038869738,0.0707699798726403,0.156340918660784,"AgrGDPgrowthCap"
3,0,0.131721392692181,0.0306369326237402,0.0813236385261283,0.182119146858233,"AgrGDPgrowthCap"
4,0,0.148175178904465,0.035875899397022,0.0891593243963635,0.207191033412566,"AgrGDPgrowthCap"
5,0,0.162916807903564,0.0412714615397124,0.0950252536707371,0.230808362136391,"AgrGDPgrowthCap"
6,0,0.175946279689478,0.0465877864346982,0.0993093710043999,0.252583188374557,"AgrGDPgrowthCap"
7,0,0.187263594262208,0.0517006413039125,0.102216039317272,0.272311149207144,"AgrGDPgrowthCap"
8,0,0.196868751621753,0.0565430750528625,0.103855393159794,0.289882110083712,"AgrGDPgrowthCap"
9,0,0.204761751768114,0.0610791657448417,0.104286524117849,0.305236979418378,"AgrGDPgrowthCap"
10,0,0.210942594701289,0.0652910139425774,0.103538876765749,0.318346312636829,"AgrGDPgrowthCap"
11,0,0.21541128042128,0.0691720411758464,0.101623272687013,0.329199288155547,"AgrGDPgrowthCap"
12,0,0.218167808928086,0.0727234205438162,0.0985377821335086,0.337797835722664,"AgrGDPgrowthCap"
13,0,0.219212180221708,0.0759521466855054,0.0942708989240512,0.344153461519364,"AgrGDPgrowthCap"
14,0,0.218544394302144,0.0788700117847196,0.0888032249162807,0.348285563688008,"AgrGDPgrowthCap"
15,0,0.216164451169396,0.081493110068619,0.0821082851065181,0.350220617232275,"AgrGDPgrowthCap"
16,0,0.212072350823464,0.0838416663592557,0.0741528096624879,0.349991891984439,"AgrGDPgrowthCap"
17,0,0.206268093264346,0.085940070729849,0.0648966769137446,0.347639509614948,"AgrGDPgrowthCap"
18,0,0.198751678492044,0.0878170443842062,0.0542926404800247,0.343210716504063,"AgrGDPgrowthCap"
19,0,0.189523106506557,0.0895058816278736,0.042285931228705,0.336760281784409,"AgrGDPgrowthCap"
20,0,0.178582377307885,0.0910447189892134,0.0288138145706293,0.328350940045141,"AgrGDPgrowthCap"
21,0,0.165929490896029,0.0924767803057123,0.0138051872931322,0.318053794498926,"AgrGDPgrowthCap"
22,0,0.151564447270988,0.0938505392381897,-0.00281968977583413,0.30594858431781,"AgrGDPgrowthCap"
23,0,0.135487246432762,0.0952197313170777,-0.0211492115838308,0.292123704449355,"AgrGDPgrowthCap"
24,0,0.117697888381352,0.096643140115898,-0.0412800771093007,0.276675853872004,"AgrGDPgrowthCap"
25,0,0.0981963731167563,0.0981840815336198,-0.0633164410060483,0.259709187239561,"AgrGDPgrowthCap"
26,0,0.0769827006389762,0.0999095223618471,-0.0873684636462622,0.241333864924215,"AgrGDPgrowthCap"
27,0,0.0540568709480116,0.101888799660633,-0.113550204493729,0.221663946389752,"AgrGDPgrowthCap"
28,0,0.0294188840438622,0.104191958118151,-0.141976887060497,0.200814655148221,"AgrGDPgrowthCap"
29,0,0.00306873992652797,0.106887789311082,-0.172761673490202,0.178899153343258,"AgrGDPgrowthCap"
30,0,-0.0249935614039908,0.110041727043379,-0.206012202390349,0.156025079582367,"AgrGDPgrowthCap"
0,1,0.0720870907762206,0.0222077046463227,0.0355554166330197,0.108618764919422,"AgrGDPgrowthCap"
1,1,0.0936773486280587,0.0228207094342042,0.0561372816087928,0.131217415647325,"AgrGDPgrowthCap"
2,1,0.113555449266712,0.0260094038869738,0.0707699798726403,0.156340918660784,"AgrGDPgrowthCap"
3,1,0.131721392692181,0.0306369326237402,0.0813236385261283,0.182119146858233,"AgrGDPgrowthCap"
4,1,0.148175178904465,0.035875899397022,0.0891593243963635,0.207191033412566,"AgrGDPgrowthCap"
5,1,0.162916807903564,0.0412714615397124,0.0950252536707371,0.230808362136391,"AgrGDPgrowthCap"
6,1,0.175946279689478,0.0465877864346982,0.0993093710043999,0.252583188374557,"AgrGDPgrowthCap"
7,1,0.187263594262208,0.0517006413039125,0.102216039317272,0.272311149207144,"AgrGDPgrowthCap"
8,1,0.196868751621753,0.0565430750528625,0.103855393159794,0.289882110083712,"AgrGDPgrowthCap"
9,1,0.204761751768114,0.0610791657448417,0.104286524117849,0.305236979418378,"AgrGDPgrowthCap"
10,1,0.210942594701289,0.0652910139425774,0.103538876765749,0.318346312636829,"AgrGDPgrowthCap"
11,1,0.21541128042128,0.0691720411758464,0.101623272687013,0.329199288155547,"AgrGDPgrowthCap"
12,1,0.218167808928086,0.0727234205438162,0.0985377821335086,0.337797835722664,"AgrGDPgrowthCap"
13,1,0.219212180221708,0.0759521466855054,0.0942708989240512,0.344153461519364,"AgrGDPgrowthCap"
14,1,0.218544394302144,0.0788700117847196,0.0888032249162807,0.348285563688008,"AgrGDPgrowthCap"
15,1,0.216164451169396,0.081493110068619,0.0821082851065181,0.350220617232275,"AgrGDPgrowthCap"
16,1,0.212072350823464,0.0838416663592557,0.0741528096624879,0.349991891984439,"AgrGDPgrowthCap"
17,1,0.206268093264346,0.085940070729849,0.0648966769137446,0.347639509614948,"AgrGDPgrowthCap"
18,1,0.198751678492044,0.0878170443842062,0.0542926404800247,0.343210716504063,"AgrGDPgrowthCap"
19,1,0.189523106506557,0.0895058816278736,0.042285931228705,0.336760281784409,"AgrGDPgrowthCap"
20,1,0.178582377307885,0.0910447189892134,0.0288138145706293,0.328350940045141,"AgrGDPgrowthCap"
21,1,0.165929490896029,0.0924767803057123,0.0138051872931322,0.318053794498926,"AgrGDPgrowthCap"
22,1,0.151564447270988,0.0938505392381897,-0.00281968977583413,0.30594858431781,"AgrGDPgrowthCap"
23,1,0.135487246432762,0.0952197313170777,-0.0211492115838308,0.292123704449355,"AgrGDPgrowthCap"
24,1,0.117697888381352,0.096643140115898,-0.0412800771093007,0.276675853872004,"AgrGDPgrowthCap"
25,1,0.0981963731167563,0.0981840815336198,-0.0633164410060483,0.259709187239561,"AgrGDPgrowthCap"
26,1,0.0769827006389762,0.0999095223618471,-0.0873684636462622,0.241333864924215,"AgrGDPgrowthCap"
27,1,0.0540568709480116,0.101888799660633,-0.113550204493729,0.221663946389752,"AgrGDPgrowthCap"
28,1,0.0294188840438622,0.104191958118151,-0.141976887060497,0.200814655148221,"AgrGDPgrowthCap"
29,1,0.00306873992652797,0.106887789311082,-0.172761673490202,0.178899153343258,"AgrGDPgrowthCap"
30,1,-0.0249935614039908,0.110041727043379,-0.206012202390349,0.156025079582367,"AgrGDPgrowthCap"
0,0,-0.00552202283366458,0.012318750082724,-0.0257863667197456,0.0147423210524164,"NonAgrGDPgrowthCap"
1,0,0.00444158129795206,0.0134567321432013,-0.0176947430776141,0.0265779056735182,"NonAgrGDPgrowthCap"
2,0,0.013596045511055,0.0174695684623196,-0.0151413946094608,0.0423334856315708,"NonAgrGDPgrowthCap"
3,0,0.0219413698056442,0.0225621768962104,-0.015173411188622,0.0590561507999103,"NonAgrGDPgrowthCap"
4,0,0.0294775541817196,0.0279054152382122,-0.0164268538851395,0.0753819622485787,"NonAgrGDPgrowthCap"
5,0,0.0362045986392813,0.0331848513851477,-0.0183844818892867,0.0907936791678493,"NonAgrGDPgrowthCap"
6,0,0.0421225031783293,0.0382716945370287,-0.0208344343350829,0.105079440691741,"NonAgrGDPgrowthCap"
7,0,0.0472312677988635,0.0431082136730978,-0.0236817436933824,0.118144279291109,"NonAgrGDPgrowthCap"
8,0,0.051530892500884,0.0476675869519846,-0.0268822880351307,0.129944073036899,"NonAgrGDPgrowthCap"
9,0,0.0550213772843908,0.0519382305048235,-0.0304170118960438,0.140459766464825,"NonAgrGDPgrowthCap"
10,0,0.0577027221493839,0.0559170161063829,-0.0342807693456159,0.149686213644384,"NonAgrGDPgrowthCap"
11,0,0.0595749270958632,0.0596060919876831,-0.0384770942238755,0.157626948415602,"NonAgrGDPgrowthCap"
12,0,0.0606379921238288,0.0630113152099526,-0.0430156213965433,0.164291605644201,"NonAgrGDPgrowthCap"
13,0,0.0608919172332806,0.066141469672042,-0.0479108003772284,0.16969463484379,"NonAgrGDPgrowthCap"
14,0,0.0603367024242187,0.0690078978394087,-0.0531812895216085,0.173854694370046,"NonAgrGDPgrowthCap"
15,0,0.0589723476966431,0.0716243662603428,-0.0588497348016208,0.176794430194907,"NonAgrGDPgrowthCap"
16,0,0.0567988530505538,0.0740070716365444,-0.0649427797915617,0.178540485892669,"NonAgrGDPgrowthCap"
17,0,0.0538162184859507,0.0761747351414372,-0.0714912208217135,0.179123657793615,"NonAgrGDPgrowthCap"
18,0,0.0500244440028339,0.0781487521233583,-0.0785302532400906,0.178579141245758,"NonAgrGDPgrowthCap"
19,0,0.0454235296012033,0.079953372842621,-0.0860997687249082,0.176946827927315,"NonAgrGDPgrowthCap"
20,0,0.0400134752810591,0.0816158923247703,-0.0942446675931881,0.174271618155306,"NonAgrGDPgrowthCap"
21,0,0.033794281042401,0.0831668261868156,-0.103015148034911,0.170603710119713,"NonAgrGDPgrowthCap"
22,0,0.0267659468852293,0.0846400458473661,-0.112466928533688,0.165998822304147,"NonAgrGDPgrowthCap"
23,0,0.0189284728095438,0.0860728420519993,-0.122661352365995,0.160518297985083,"NonAgrGDPgrowthCap"
24,0,0.0102818588153446,0.0875058814768953,-0.133665316214148,0.154229033844837,"NonAgrGDPgrowthCap"
25,0,0.000826104902631652,0.0889830190352569,-0.145550961410366,0.147203171215629,"NonAgrGDPgrowthCap"
26,0,-0.00943878892859504,0.0905509305005253,-0.158395069601959,0.139517491744769,"NonAgrGDPgrowthCap"
27,0,-0.0205128226783354,0.0922585383758739,-0.172278118306648,0.131252472949977,"NonAgrGDPgrowthCap"
28,0,-0.0323959963465896,0.0941562202465048,-0.18728297865209,0.122490985958911,"NonAgrGDPgrowthCap"
29,0,-0.0450883099333574,0.0962948133495746,-0.203493277893408,0.113316658026693,"NonAgrGDPgrowthCap"
30,0,-0.0585897634386391,0.0987244595612644,-0.220991499416919,0.103811972539641,"NonAgrGDPgrowthCap"
0,1,-0.00552202283366458,0.012318750082724,-0.0257863667197456,0.0147423210524164,"NonAgrGDPgrowthCap"
1,1,0.00444158129795206,0.0134567321432013,-0.0176947430776141,0.0265779056735182,"NonAgrGDPgrowthCap"
2,1,0.013596045511055,0.0174695684623196,-0.0151413946094608,0.0423334856315708,"NonAgrGDPgrowthCap"
3,1,0.0219413698056442,0.0225621768962104,-0.015173411188622,0.0590561507999103,"NonAgrGDPgrowthCap"
4,1,0.0294775541817196,0.0279054152382122,-0.0164268538851395,0.0753819622485787,"NonAgrGDPgrowthCap"
5,1,0.0362045986392813,0.0331848513851477,-0.0183844818892867,0.0907936791678493,"NonAgrGDPgrowthCap"
6,1,0.0421225031783293,0.0382716945370287,-0.0208344343350829,0.105079440691741,"NonAgrGDPgrowthCap"
7,1,0.0472312677988635,0.0431082136730978,-0.0236817436933824,0.118144279291109,"NonAgrGDPgrowthCap"
8,1,0.051530892500884,0.0476675869519846,-0.0268822880351307,0.129944073036899,"NonAgrGDPgrowthCap"
9,1,0.0550213772843908,0.0519382305048235,-0.0304170118960438,0.140459766464825,"NonAgrGDPgrowthCap"
10,1,0.0577027221493839,0.0559170161063829,-0.0342807693456159,0.149686213644384,"NonAgrGDPgrowthCap"
11,1,0.0595749270958632,0.0596060919876831,-0.0384770942238755,0.157626948415602,"NonAgrGDPgrowthCap"
12,1,0.0606379921238288,0.0630113152099526,-0.0430156213965433,0.164291605644201,"NonAgrGDPgrowthCap"
13,1,0.0608919172332806,0.066141469672042,-0.0479108003772284,0.16969463484379,"NonAgrGDPgrowthCap"
14,1,0.0603367024242187,0.0690078978394087,-0.0531812895216085,0.173854694370046,"NonAgrGDPgrowthCap"
15,1,0.0589723476966431,0.0716243662603428,-0.0588497348016208,0.176794430194907,"NonAgrGDPgrowthCap"
16,1,0.0567988530505538,0.0740070716365444,-0.0649427797915617,0.178540485892669,"NonAgrGDPgrowthCap"
17,1,0.0538162184859507,0.0761747351414372,-0.0714912208217135,0.179123657793615,"NonAgrGDPgrowthCap"
18,1,0.0500244440028339,0.0781487521233583,-0.0785302532400906,0.178579141245758,"NonAgrGDPgrowthCap"
19,1,0.0454235296012033,0.079953372842621,-0.0860997687249082,0.176946827927315,"NonAgrGDPgrowthCap"
20,1,0.0400134752810591,0.0816158923247703,-0.0942446675931881,0.174271618155306,"NonAgrGDPgrowthCap"
21,1,0.033794281042401,0.0831668261868156,-0.103015148034911,0.170603710119713,"NonAgrGDPgrowthCap"
22,1,0.0267659468852293,0.0846400458473661,-0.112466928533688,0.165998822304147,"NonAgrGDPgrowthCap"
23,1,0.0189284728095438,0.0860728420519993,-0.122661352365995,0.160518297985083,"NonAgrGDPgrowthCap"
24,1,0.0102818588153446,0.0875058814768953,-0.133665316214148,0.154229033844837,"NonAgrGDPgrowthCap"
25,1,0.000826104902631652,0.0889830190352569,-0.145550961410366,0.147203171215629,"NonAgrGDPgrowthCap"
26,1,-0.00943878892859504,0.0905509305005253,-0.158395069601959,0.139517491744769,"NonAgrGDPgrowthCap"
27,1,-0.0205128226783354,0.0922585383758739,-0.172278118306648,0.131252472949977,"NonAgrGDPgrowthCap"
28,1,-0.0323959963465896,0.0941562202465048,-0.18728297865209,0.122490985958911,"NonAgrGDPgrowthCap"
29,1,-0.0450883099333574,0.0962948133495746,-0.203493277893408,0.113316658026693,"NonAgrGDPgrowthCap"
30,1,-0.0585897634386391,0.0987244595612644,-0.220991499416919,0.103811972539641,"NonAgrGDPgrowthCap"
